Destination,Prefix,Rate
Netherlands - Mobile - Tele2,31640,0.31531
Netherlands - Mobile - Telfort,31616,0.31531
Netherlands - Mobile - Telfort,31617,0.31531
Netherlands - Mobile - Telfort,31619,0.31531
Netherlands - Mobile - Telfort,31626,0.31531
Netherlands - Mobile - Telfort,31633,0.31531
Netherlands - Mobile - Telfort,31644,0.31531
Netherlands - Mobile - Telfort,31645,0.31531
Netherlands - Mobile - Telfort,31647,0.31531
Netherlands - Mobile - Telfort,31649,0.31531
Netherlands - Mobile - T-Mobile,31614,0.31531
Netherlands - Mobile - T-Mobile,31618,0.31531
Netherlands - Mobile - T-Mobile,31624,0.31531
Netherlands - Mobile - T-Mobile,31628,0.31531
Netherlands - Mobile - T-Mobile,31634,0.31531
Netherlands - Mobile - T-Mobile,31638,0.31531
Netherlands - Mobile - T-Mobile,31639,0.31531
Netherlands - Mobile - T-Mobile,31641,0.31531
Netherlands - Mobile - T-Mobile,31642,0.31531
Netherlands - Mobile - T-Mobile,31643,0.31531
Netherlands - Mobile - T-Mobile,31648,0.31531
Netherlands - Mobile - T-Mobile,316560,0.31531
Netherlands - Mobile - T-Mobile,316561,0.31531
Netherlands - Mobile - T-Mobile,31681,0.31531
Netherlands - Mobile - T-Mobile,31970050,0.31531
Netherlands - Mobile - T-Mobile,31970051,0.31531
Netherlands - Mobile - T-Mobile,31970052,0.31531
Netherlands - Mobile - T-Mobile,31970053,0.31531
Netherlands - Mobile - T-Mobile,31970054,0.31531
Netherlands - Mobile - Vodafone,31611,0.31531
Netherlands - Mobile - Vodafone,31615,0.31531
Netherlands - Mobile - Vodafone,31621,0.31531
Netherlands - Mobile - Vodafone,31625,0.31531
Netherlands - Mobile - Vodafone,31627,0.31531
Netherlands - Mobile - Vodafone,31629,0.31531
Netherlands - Mobile - Vodafone,31631,0.31531
Netherlands - Mobile - Vodafone,316357,0.31531
Netherlands - Mobile - Vodafone,316358,0.31531
Netherlands - Mobile - Vodafone,316359,0.31531
Netherlands - Mobile - Vodafone,31637,0.31531
Netherlands - Mobile - Vodafone,31646,0.31531
Netherlands - Mobile - Vodafone,31650,0.31531
Netherlands - Mobile - Vodafone,31652,0.31531
Netherlands - Mobile - Vodafone,31654,0.31531
Netherlands - Mobile - Vodafone,31655,0.31531
Netherlands - Mobile - Vodafone,3197001,0.31531
Netherlands - Mobile - Vodafone,3197004,0.31531
Netherlands - Premium,3166,3.8454
Netherlands - Premium,3190,3.8454
Netherlands - Premium,3191,3.8454
Netherlands - Premium,3192,3.8454
Netherlands - Premium,3193,3.8454
Netherlands - Premium,3194,3.8454
Netherlands - Premium,3195,3.8454
Netherlands - Premium,3196,3.8454
Netherlands - Premium,3198,3.8454
Netherlands - Premium,3199,3.8454
Netherlands - Premium - Mobility Services,3185,0.25
Netherlands - Premium - Mobility Services,3188,0.25
New Caledonia - Fixed - All Country,687,0.2337
New Zealand - Fixed,64,0.0134
New Zealand - Mobile - Other,6420,0.0475
New Zealand - Mobile - Other,6422,0.0475
New Zealand - Mobile - Other,6423,0.0475
New Zealand - Mobile - Other,64241,0.0475
New Zealand - Mobile - Other,64242,0.0475
New Zealand - Mobile - Other,64243,0.0475
New Zealand - Mobile - Other,64244,0.0475
New Zealand - Mobile - Other,64245,0.0475
New Zealand - Mobile - Other,64246,0.0475
New Zealand - Mobile - Other,64247,0.0475
New Zealand - Mobile - Other,64248,0.0475
New Zealand - Mobile - Other,64249,0.0475
New Zealand - Mobile - Other,6425,0.0475
New Zealand - Mobile - Other,6426,0.0475
New Zealand - Mobile - Other,6427,0.0475
New Zealand - Mobile - Vodafone,64201,0.0475
New Zealand - Mobile - Vodafone,64202,0.0475
New Zealand - Mobile - Vodafone,64205,0.0475
New Zealand - Mobile - Vodafone,6421,0.0475
New Zealand - Mobile - Vodafone,6428,0.0475
New Zealand - Mobile - Vodafone,6429,0.0475
Nicaragua - Fixed,505,0.1815
Nicaragua - Mobile,505550,0.332
Nicaragua - Mobile,505551,0.332
Nicaragua - Mobile,505552,0.332
Nicaragua - Mobile,505553,0.332
Nicaragua - Mobile,505554,0.332
Nicaragua - Mobile,505555,0.332
Nicaragua - Mobile,505556,0.332
Nicaragua - Mobile,5055570,0.332
Nicaragua - Mobile,5055630,0.332
Nicaragua - Mobile,5055631,0.332
Nicaragua - Mobile,5055632,0.332
Nicaragua - Mobile,5055633,0.332
Nicaragua - Mobile,5055634,0.332
Nicaragua - Mobile,5055635,0.332
Nicaragua - Mobile,505564,0.332
Nicaragua - Mobile,505565,0.332
Nicaragua - Mobile,505566,0.332
Nicaragua - Mobile,505567,0.332
Nicaragua - Mobile,505568,0.332
Nicaragua - Mobile,505569,0.332
Nicaragua - Mobile,50557,0.332
Nicaragua - Mobile,50558,0.332
Nicaragua - Mobile - Movistar,50575,0.3367
Nicaragua - Mobile - Movistar,50576,0.3367
Nicaragua - Mobile - Movistar,50577,0.3367
Nicaragua - Mobile - Movistar,50578,0.3367
Nicaragua - Mobile - Movistar,50581,0.3367
Nicaragua - Mobile - Movistar,505824,0.3367
Nicaragua - Mobile - Movistar,505825,0.3367
Nicaragua - Mobile - Movistar,505826,0.3367
Nicaragua - Mobile - Movistar,505827,0.3367
Nicaragua - Mobile - Movistar,505828,0.3367
Nicaragua - Mobile - Movistar,505829,0.3367
Nicaragua - Mobile - Movistar,505832,0.3367
Nicaragua - Mobile - Movistar,505837,0.3367
Nicaragua - Mobile - Movistar,505838,0.3367
Nicaragua - Mobile - Movistar,505839,0.3367
Nicaragua - Mobile - Movistar,505845,0.3367
Nicaragua - Mobile - Movistar,505846,0.3367
Nicaragua - Mobile - Movistar,505847,0.3367
Nicaragua - Mobile - Movistar,505848,0.3367
Nicaragua - Mobile - Movistar,505855,0.3367
Nicaragua - Mobile - Movistar,505856,0.3367
Nicaragua - Mobile - Movistar,505857,0.3367
Nicaragua - Mobile - Movistar,505858,0.3367
Nicaragua - Mobile - Movistar,505859,0.3367
Nicaragua - Mobile - Movistar,505867,0.3367
Nicaragua - Mobile - Movistar,505868,0.3367
Nicaragua - Mobile - Movistar,505875,0.3367
Nicaragua - Mobile - Movistar,505876,0.3367
Nicaragua - Mobile - Movistar,505877,0.3367
Nicaragua - Mobile - Movistar,505878,0.3367
Nicaragua - Mobile - Movistar,505879,0.3367
Nicaragua - Mobile - Movistar,505880,0.3367
Nicaragua - Mobile - Movistar,505881,0.3367
Nicaragua - Mobile - Movistar,505886,0.3367
Nicaragua - Mobile - Movistar,505887,0.3367
Nicaragua - Mobile - Movistar,505888,0.3367
Nicaragua - Mobile - Movistar,505895,0.3367
Nicaragua - Mobile - Movistar,505896,0.3367
Nicaragua - Mobile - Movistar,505897,0.3367
Nicaragua - Mobile - Movistar,505898,0.3367
Nicaragua - Mobile - Movistar,505899,0.3367
Nicaragua - Mobile - Others,5058,0.332
Nicaragua - Mobile - Telefonica,5058893,0.3367
Nicaragua - Mobile - Telefonica,5058894,0.3367
Nicaragua - Mobile - Telefonica,5058895,0.3367
Nicaragua - Mobile - Telefonica,5058896,0.3367
Nicaragua - Mobile - Telefonica,5058897,0.3367
Nicaragua - Mobile - Telefonica,5058898,0.3367
Nicaragua - Mobile - Telefonica,5058899,0.3367
Niger - Fixed,227,0.4792
Niger - Fixed - Orange,22723,0.4715
Nigeria - Fixed,234,0.112
Nigeria - Fixed - Lagos,2341,0.112
Nigeria - Fixed - Mtn,234146,0.112
Nigeria - Fixed - Mtn,234246,0.112
Nigeria - Fixed - Mtn,2346446,0.112
Nigeria - Fixed - Mtn,2348444,0.112
Nigeria - Fixed - Mtn,2348445,0.112
Nigeria - Fixed - Mtn,2348446,0.112
Nigeria - Fixed - Mtn,2348746,0.112
Nigeria - Fixed - Mtn,2348946,0.112
Nigeria - Fixed - Mtn,234946,0.112
Nigeria - Mobile - 9Mobile,234809,0.112
Nigeria - Mobile - 9Mobile,234817,0.112
Nigeria - Mobile - 9Mobile,234818,0.112
Nigeria - Mobile - 9Mobile,234908,0.112
Nigeria - Mobile - 9Mobile,234909,0.112
Nigeria - Mobile - Airtel,234701,0.112
Nigeria - Mobile - Airtel,234708,0.112
Nigeria - Mobile - Airtel,234802,0.112
Nigeria - Mobile - Airtel,234808,0.112
Nigeria - Mobile - Airtel,234812,0.112
Nigeria - Mobile - Airtel,234902,0.112
Nigeria - Mobile - Alphatech,234700,0.112
Nigeria - Mobile - Alphatech,234800,0.112
Nigeria - Mobile - Globacom,234705,0.112
Nigeria - Mobile - Globacom,234805,0.112
Nigeria - Mobile - Globacom,234807,0.112
Nigeria - Mobile - Globacom,234811,0.112
Nigeria - Mobile - Globacom,234815,0.112
Nigeria - Mobile - Globacom,234905,0.112
Nigeria - Mobile - Mtel,2347021,0.112
Nigeria - Mobile - Mtel,2347022,0.112
Nigeria - Mobile - Mtel,234804,0.112
Nigeria - Mobile - Mtn,2347025,0.112
Nigeria - Mobile - Mtn,2347026,0.112
Nigeria - Mobile - Mtn,234703,0.112
Nigeria - Mobile - Mtn,234704,0.112
Nigeria - Mobile - Mtn,2347040,0.112
Nigeria - Mobile - Mtn,2347041,0.112
Nigeria - Mobile - Mtn,2347042,0.112
Nigeria - Mobile - Mtn,2347043,0.112
Nigeria - Mobile - Mtn,2347044,0.112
Nigeria - Mobile - Mtn,2347045,0.112
Nigeria - Mobile - Mtn,2347046,0.112
Nigeria - Mobile - Mtn,234706,0.112
Nigeria - Mobile - Mtn,234803,0.112
Nigeria - Mobile - Mtn,234806,0.112
Nigeria - Mobile - Mtn,234810,0.112
Nigeria - Mobile - Mtn,234813,0.112
Nigeria - Mobile - Mtn,234814,0.112
Nigeria - Mobile - Mtn,234816,0.112
Nigeria - Mobile - Mtn,234903,0.112
Nigeria - Mobile - Other,23470,0.112
Nigeria - Mobile - Other,2347027,0.112
Nigeria - Mobile - Other,2347028,0.112
Nigeria - Mobile - Other,2347029,0.112
Nigeria - Mobile - Other,234709,0.112
Nigeria - Mobile - Other,23480,0.112
Nigeria - Mobile - Other,2348190,0.112
Nigeria - Mobile - Other,2348191,0.112
Nigeria - Mobile - Visafone,2347047,0.112
Nigeria - Mobile - Visafone,2347048,0.112
Nigeria - Mobile - Visafone,2347049,0.112
Nigeria - Mobile - Zoom,2347023,0.112
Nigeria - Mobile - Zoom,234707,0.112
Niger - Mobile - Airtel,22788,0.4582
Niger - Mobile - Airtel,22789,0.4582
Niger - Mobile - Airtel,22796,0.4582
Niger - Mobile - Airtel,22797,0.4582
Niger - Mobile - Airtel,22798,0.4582
Niger - Mobile - Airtel,22799,0.4582
Niger - Mobile - Moov,22794,0.4582
Niger - Mobile - Moov,22795,0.4582
Niger - Mobile - Orange,22780,0.4657
Niger - Mobile - Orange,22790,0.4657
Niger - Mobile - Orange,22791,0.4657
Niger - Mobile - Orange,22792,0.4657
Niger - Mobile - Other,2279,0.4787
Niger - Mobile - Sahelcom,22793,0.4657
Niger - Mobile - Sonitel,227217,0.3696
Niger - Premium - Special,2271,1.8462
Niger - Premium - Special,227201,1.8462
Niger - Premium - Special,2272039,1.8462
Niger - Premium - Special,22739,1.8462
Niue - Fixed - All Country,683,2.04
Norfolk Island - Fixed - All Country,672,1.3464
Northern Mariana Islands - Fixed - All Country,1670,0.0487
North Korea - Fixed,850,1.0004
Norway - Fixed,47,0.0129
Norway - Mobile,474,0.0179
Norway - Mobile,4758,0.0179
Norway - Mobile,4759,0.0179
Norway - Mobile,479,0.0179
Norway - Mobile - Lycamobile,474094,0.0179
Norway - Mobile - Lycamobile,474095,0.0179
Norway - Mobile - Lycamobile,474096,0.0179
Norway - Mobile - Lycamobile,474097,0.0179
Norway - Mobile - Lycamobile,474098,0.0179
Norway - Mobile - Lycamobile,474099,0.0179
Norway - Mobile - Lycamobile,474552,0.0179
Norway - Mobile - Lycamobile,474553,0.0179
Norway - Mobile - Lycamobile,474554,0.0179
Norway - Mobile - Lycamobile,474555,0.0179
Norway - Mobile - Lycamobile,474556,0.0179
Norway - Mobile - Lycamobile,474557,0.0179
Norway - Mobile - Lycamobile,474558,0.0179
Norway - Mobile - Lycamobile,474592,0.0179
Norway - Mobile - Lycamobile,474671,0.0179
Norway - Mobile - Lycamobile,474672,0.0179
Norway - Mobile - Lycamobile,479125,0.0179
Norway - Mobile - Lycamobile,479126,0.0179
Norway - Mobile - Lycamobile,479127,0.0179
Norway - Mobile - Lycamobile,479128,0.0179
Norway - Mobile - Lycamobile,479129,0.0179
Norway - Mobile - Lycamobile,479471,0.0179
Norway - Mobile - Lycamobile,479472,0.0179
Norway - Mobile - Lycamobile,479473,0.0179
Norway - Mobile - Lycamobile,479695,0.0179
Norway - Mobile - Lycamobile,479696,0.0179
Norway - Mobile - Lycamobile,479697,0.0179
Norway - Mobile - Lycamobile,479698,0.0179
Norway - Mobile - Lycamobile,479699,0.0179
Norway - Mobile - Lycamobile,479735,0.0179
Norway - Mobile - Lycamobile,479736,0.0179
Norway - Mobile - Lycamobile,479737,0.0179
Norway - Mobile - Lycamobile,479738,0.0179
Norway - Mobile - Lycamobile,479739,0.0179
Norway - Mobile - Netcom,474000,0.0179
Norway - Mobile - Netcom,474001,0.0179
Norway - Mobile - Netcom,474010,0.0179
Norway - Mobile - Netcom,474011,0.0179
Norway - Mobile - Netcom,474014,0.0179
Norway - Mobile - Netcom,47402,0.0179
Norway - Mobile - Netcom,47403,0.0179
Norway - Mobile - Netcom,474045,0.0179
Norway - Mobile - Netcom,474046,0.0179
Norway - Mobile - Netcom,474047,0.0179
Norway - Mobile - Netcom,474048,0.0179
Norway - Mobile - Netcom,474049,0.0179
Norway - Mobile - Netcom,474050,0.0179
Norway - Mobile - Netcom,474055,0.0179
Norway - Mobile - Netcom,474060,0.0179
Norway - Mobile - Netcom,474061,0.0179
Norway - Mobile - Netcom,474062,0.0179
Norway - Mobile - Netcom,474063,0.0179
Norway - Mobile - Netcom,474064,0.0179
Norway - Mobile - Netcom,47407,0.0179
Norway - Mobile - Netcom,474100,0.0179
Norway - Mobile - Netcom,474101,0.0179
Norway - Mobile - Netcom,474106,0.0179
Norway - Mobile - Netcom,474107,0.0179
Norway - Mobile - Netcom,474117,0.0179
Norway - Mobile - Netcom,474118,0.0179
Norway - Mobile - Netcom,474119,0.0179
Norway - Mobile - Netcom,47450,0.0179
Norway - Mobile - Netcom,47451,0.0179
Norway - Mobile - Netcom,47452,0.0179
Norway - Mobile - Netcom,474539,0.0179
Norway - Mobile - Netcom,47454,0.0179
Norway - Mobile - Netcom,474550,0.0179
Norway - Mobile - Netcom,474551,0.0179
Norway - Mobile - Netcom,474559,0.0179
Norway - Mobile - Netcom,474566,0.0179
Norway - Mobile - Netcom,474567,0.0179
Norway - Mobile - Netcom,474568,0.0179
Norway - Mobile - Netcom,474569,0.0179
Norway - Mobile - Netcom,474576,0.0179
Norway - Mobile - Netcom,474577,0.0179
Norway - Mobile - Netcom,474578,0.0179
Norway - Mobile - Netcom,474579,0.0179
Norway - Mobile - Netcom,474583,0.0179
Norway - Mobile - Netcom,474584,0.0179
Norway - Mobile - Netcom,474586,0.0179
Norway - Mobile - Netcom,474593,0.0179
Norway - Mobile - Netcom,474594,0.0179
Norway - Mobile - Netcom,47464,0.0179
Norway - Mobile - Netcom,474650,0.0179
Norway - Mobile - Netcom,474654,0.0179
Norway - Mobile - Netcom,474660,0.0179
Norway - Mobile - Netcom,474661,0.0179
Norway - Mobile - Netcom,474662,0.0179
Norway - Mobile - Netcom,474663,0.0179
Norway - Mobile - Netcom,474670,0.0179
Norway - Mobile - Netcom,474673,0.0179
Norway - Mobile - Netcom,474674,0.0179
Norway - Mobile - Netcom,474675,0.0179
Norway - Mobile - Netcom,474714,0.0179
Norway - Mobile - Netcom,474715,0.0179
Norway - Mobile - Netcom,474716,0.0179
Norway - Mobile - Netcom,474717,0.0179
Norway - Mobile - Netcom,474744,0.0179
Norway - Mobile - Netcom,474754,0.0179
Norway - Mobile - Netcom,474757,0.0179
Norway - Mobile - Netcom,474758,0.0179
Norway - Mobile - Netcom,474759,0.0179
Norway - Mobile - Netcom,474833,0.0179
Norway - Mobile - Netcom,474834,0.0179
Norway - Mobile - Netcom,474837,0.0179
Norway - Mobile - Netcom,474840,0.0179
Norway - Mobile - Netcom,474850,0.0179
Norway - Mobile - Netcom,474893,0.0179
Norway - Mobile - Netcom,475800040,0.0179
Norway - Mobile - Netcom,475800060,0.0179
Norway - Mobile - Netcom,475800070,0.0179
Norway - Mobile - Netcom,475800071,0.0179
Norway - Mobile - Netcom,475800072,0.0179
Norway - Mobile - Netcom,475800073,0.0179
Norway - Mobile - Netcom,475800074,0.0179
Norway - Mobile - Netcom,475800075,0.0179
Norway - Mobile - Netcom,4758000898,0.0179
Norway - Mobile - Netcom,4758000899,0.0179
Norway - Mobile - Netcom,47580009,0.0179
Norway - Mobile - Netcom,4758001200,0.0179
Norway - Mobile - Netcom,4758001201,0.0179
Norway - Mobile - Netcom,4758001202,0.0179
Norway - Mobile - Netcom,475931,0.0179
Norway - Mobile - Netcom,475932,0.0179
Norway - Mobile - Netcom,47598,0.0179
Norway - Mobile - Netcom,47599,0.0179
Norway - Mobile - Netcom,47920,0.0179
Norway - Mobile - Netcom,479210,0.0179
Norway - Mobile - Netcom,479217,0.0179
Norway - Mobile - Netcom,47922,0.0179
Norway - Mobile - Netcom,479237,0.0179
Norway - Mobile - Netcom,47924,0.0179
Norway - Mobile - Netcom,479257,0.0179
Norway - Mobile - Netcom,47926,0.0179
Norway - Mobile - Netcom,479277,0.0179
Norway - Mobile - Netcom,47928,0.0179
Norway - Mobile - Netcom,479297,0.0179
Norway - Mobile - Netcom,47930,0.0179
Norway - Mobile - Netcom,479317,0.0179
Norway - Mobile - Netcom,47932,0.0179
Norway - Mobile - Netcom,479337,0.0179
Norway - Mobile - Netcom,47934,0.0179
Norway - Mobile - Netcom,479357,0.0179
Norway - Mobile - Netcom,47936,0.0179
Norway - Mobile - Netcom,479377,0.0179
Norway - Mobile - Netcom,47938,0.0179
Norway - Mobile - Netcom,479391,0.0179
Norway - Mobile - Netcom,479410,0.0179
Norway - Mobile - Netcom,479411,0.0179
Norway - Mobile - Netcom,479412,0.0179
Norway - Mobile - Netcom,47942,0.0179
Norway - Mobile - Netcom,479442,0.0179
Norway - Mobile - Netcom,479443,0.0179
Norway - Mobile - Netcom,479447,0.0179
Norway - Mobile - Netcom,479448,0.0179
Norway - Mobile - Netcom,479449,0.0179
Norway - Mobile - Netcom,479664,0.0179
Norway - Mobile - Netcom,479692,0.0179
Norway - Mobile - Netcom,47980,0.0179
Norway - Mobile - Netcom,479815,0.0179
Norway - Mobile - Netcom,479816,0.0179
Norway - Mobile - Netcom,479817,0.0179
Norway - Mobile - Netcom,479818,0.0179
Norway - Mobile - Netcom,479819,0.0179
Norway - Mobile - Netcom,47982,0.0179
Norway - Mobile - Netcom,479830,0.0179
Norway - Mobile - Netcom,479831,0.0179
Norway - Mobile - Netcom,479832,0.0179
Norway - Mobile - Netcom,479833,0.0179
Norway - Mobile - Netcom,479834,0.0179
Norway - Mobile - Netcom,479835,0.0179
Norway - Mobile - Netcom,479836,0.0179
Norway - Mobile - Netcom,479837,0.0179
Norway - Mobile - Netcom,47984,0.0179
Norway - Mobile - Netcom,479854,0.0179
Norway - Mobile - Netcom,47986,0.0179
Norway - Mobile - Netcom,479876,0.0179
Norway - Mobile - Netcom,47988,0.0179
Norway - Mobile - Netcom,479899,0.0179
Norway - Mobile - Netcom,479967,0.0179
Norway - Mobile - Netcom,479968,0.0179
Norway - Mobile - Telenor,474004,0.0177
Norway - Mobile - Telenor,474005,0.0177
Norway - Mobile - Telenor,474006,0.0177
Norway - Mobile - Telenor,474007,0.0177
Norway - Mobile - Telenor,474008,0.0177
Norway - Mobile - Telenor,474009,0.0177
Norway - Mobile - Telenor,474015,0.0177
Norway - Mobile - Telenor,474016,0.0177
Norway - Mobile - Telenor,474017,0.0177
Norway - Mobile - Telenor,474018,0.0177
Norway - Mobile - Telenor,474019,0.0177
Norway - Mobile - Telenor,474084,0.0177
Norway - Mobile - Telenor,474085,0.0177
Norway - Mobile - Telenor,474086,0.0177
Norway - Mobile - Telenor,474087,0.0177
Norway - Mobile - Telenor,474088,0.0177
Norway - Mobile - Telenor,474089,0.0177
Norway - Mobile - Telenor,474110,0.0177
Norway - Mobile - Telenor,474111,0.0177
Norway - Mobile - Telenor,474112,0.0177
Norway - Mobile - Telenor,474113,0.0177
Norway - Mobile - Telenor,474114,0.0177
Norway - Mobile - Telenor,474115,0.0177
Norway - Mobile - Telenor,474116,0.0177
Norway - Mobile - Telenor,47414,0.0177
Norway - Mobile - Telenor,47415,0.0177
Norway - Mobile - Telenor,47416,0.0177
Norway - Mobile - Telenor,47417,0.0177
Norway - Mobile - Telenor,474184,0.0177
Norway - Mobile - Telenor,474185,0.0177
Norway - Mobile - Telenor,474186,0.0177
Norway - Mobile - Telenor,474187,0.0177
Norway - Mobile - Telenor,474188,0.0177
Norway - Mobile - Telenor,474189,0.0177
Norway - Mobile - Telenor,474580,0.0177
Norway - Mobile - Telenor,474581,0.0177
Norway - Mobile - Telenor,474582,0.0177
Norway - Mobile - Telenor,474585,0.0177
Norway - Mobile - Telenor,474588,0.0177
Norway - Mobile - Telenor,474589,0.0177
Norway - Mobile - Telenor,474611,0.0177
Norway - Mobile - Telenor,474612,0.0177
Norway - Mobile - Telenor,474613,0.0177
Norway - Mobile - Telenor,474614,0.0177
Norway - Mobile - Telenor,474615,0.0177
Norway - Mobile - Telenor,474616,0.0177
Norway - Mobile - Telenor,474617,0.0177
Norway - Mobile - Telenor,474618,0.0177
Norway - Mobile - Telenor,474619,0.0177
Norway - Mobile - Telenor,474628,0.0177
Norway - Mobile - Telenor,474629,0.0177
Norway - Mobile - Telenor,474666,0.0177
Norway - Mobile - Telenor,474667,0.0177
Norway - Mobile - Telenor,47468,0.0177
Norway - Mobile - Telenor,474690,0.0177
Norway - Mobile - Telenor,474691,0.0177
Norway - Mobile - Telenor,474692,0.0177
Norway - Mobile - Telenor,474693,0.0177
Norway - Mobile - Telenor,474694,0.0177
Norway - Mobile - Telenor,474695,0.0177
Norway - Mobile - Telenor,474696,0.0177
Norway - Mobile - Telenor,474718,0.0177
Norway - Mobile - Telenor,474719,0.0177
Norway - Mobile - Telenor,474750,0.0177
Norway - Mobile - Telenor,474751,0.0177
Norway - Mobile - Telenor,47476,0.0177
Norway - Mobile - Telenor,474770,0.0177
Norway - Mobile - Telenor,474771,0.0177
Norway - Mobile - Telenor,474775,0.0177
Norway - Mobile - Telenor,474776,0.0177
Norway - Mobile - Telenor,474778,0.0177
Norway - Mobile - Telenor,47478,0.0177
Norway - Mobile - Telenor,474790,0.0177
Norway - Mobile - Telenor,474798,0.0177
Norway - Mobile - Telenor,474799,0.0177
Norway - Mobile - Telenor,47480,0.0177
Norway - Mobile - Telenor,47481,0.0177
Norway - Mobile - Telenor,47482,0.0177
Norway - Mobile - Telenor,474830,0.0177
Norway - Mobile - Telenor,474842,0.0177
Norway - Mobile - Telenor,47580000,0.0177
Norway - Mobile - Telenor,475800020,0.0177
Norway - Mobile - Telenor,4758000210,0.0177
Norway - Mobile - Telenor,47580010,0.0177
Norway - Mobile - Telenor,475900,0.0177
Norway - Mobile - Telenor,475901,0.0177
Norway - Mobile - Telenor,47591,0.0177
Norway - Mobile - Telenor,47592,0.0177
Norway - Mobile - Telenor,47595,0.0177
Norway - Mobile - Telenor,47900,0.0177
Norway - Mobile - Telenor,47901,0.0177
Norway - Mobile - Telenor,47902,0.0177
Norway - Mobile - Telenor,479036,0.0177
Norway - Mobile - Telenor,479040,0.0177
Norway - Mobile - Telenor,479041,0.0177
Norway - Mobile - Telenor,479047,0.0177
Norway - Mobile - Telenor,47905,0.0177
Norway - Mobile - Telenor,47906,0.0177
Norway - Mobile - Telenor,47907,0.0177
Norway - Mobile - Telenor,47908,0.0177
Norway - Mobile - Telenor,47909,0.0177
Norway - Mobile - Telenor,479100,0.0177
Norway - Mobile - Telenor,47911,0.0177
Norway - Mobile - Telenor,479120,0.0177
Norway - Mobile - Telenor,479121,0.0177
Norway - Mobile - Telenor,479122,0.0177
Norway - Mobile - Telenor,479123,0.0177
Norway - Mobile - Telenor,479124,0.0177
Norway - Mobile - Telenor,47913,0.0177
Norway - Mobile - Telenor,47915,0.0177
Norway - Mobile - Telenor,47916,0.0177
Norway - Mobile - Telenor,47917,0.0177
Norway - Mobile - Telenor,47918,0.0177
Norway - Mobile - Telenor,479190,0.0177
Norway - Mobile - Telenor,479191,0.0177
Norway - Mobile - Telenor,479199,0.0177
Norway - Mobile - Telenor,479400,0.0177
Norway - Mobile - Telenor,479401,0.0177
Norway - Mobile - Telenor,479402,0.0177
Norway - Mobile - Telenor,479403,0.0177
Norway - Mobile - Telenor,479405,0.0177
Norway - Mobile - Telenor,479413,0.0177
Norway - Mobile - Telenor,479414,0.0177
Norway - Mobile - Telenor,479415,0.0177
Norway - Mobile - Telenor,479416,0.0177
Norway - Mobile - Telenor,479417,0.0177
Norway - Mobile - Telenor,479418,0.0177
Norway - Mobile - Telenor,479419,0.0177
Norway - Mobile - Telenor,479474,0.0177
Norway - Mobile - Telenor,479475,0.0177
Norway - Mobile - Telenor,479476,0.0177
Norway - Mobile - Telenor,479477,0.0177
Norway - Mobile - Telenor,479478,0.0177
Norway - Mobile - Telenor,479479,0.0177
Norway - Mobile - Telenor,47948,0.0177
Norway - Mobile - Telenor,479490,0.0177
Norway - Mobile - Telenor,479497,0.0177
Norway - Mobile - Telenor,479498,0.0177
Norway - Mobile - Telenor,47950,0.0177
Norway - Mobile - Telenor,47951,0.0177
Norway - Mobile - Telenor,47952,0.0177
Norway - Mobile - Telenor,479530,0.0177
Norway - Mobile - Telenor,479533,0.0177
Norway - Mobile - Telenor,479536,0.0177
Norway - Mobile - Telenor,47954,0.0177
Norway - Mobile - Telenor,479552,0.0177
Norway - Mobile - Telenor,479555,0.0177
Norway - Mobile - Telenor,47957,0.0177
Norway - Mobile - Telenor,47958,0.0177
Norway - Mobile - Telenor,47959,0.0177
Norway - Mobile - Telenor,479601,0.0177
Norway - Mobile - Telenor,479604,0.0177
Norway - Mobile - Telenor,479609,0.0177
Norway - Mobile - Telenor,479620,0.0177
Norway - Mobile - Telenor,479622,0.0177
Norway - Mobile - Telenor,479623,0.0177
Norway - Mobile - Telenor,479650,0.0177
Norway - Mobile - Telenor,479651,0.0177
Norway - Mobile - Telenor,479660,0.0177
Norway - Mobile - Telenor,479661,0.0177
Norway - Mobile - Telenor,479662,0.0177
Norway - Mobile - Telenor,479663,0.0177
Norway - Mobile - Telenor,479689,0.0177
Norway - Mobile - Telenor,479690,0.0177
Norway - Mobile - Telenor,479691,0.0177
Norway - Mobile - Telenor,47970,0.0177
Norway - Mobile - Telenor,47971,0.0177
Norway - Mobile - Telenor,479740,0.0177
Norway - Mobile - Telenor,479741,0.0177
Norway - Mobile - Telenor,479742,0.0177
Norway - Mobile - Telenor,479743,0.0177
Norway - Mobile - Telenor,479746,0.0177
Norway - Mobile - Telenor,479747,0.0177
Norway - Mobile - Telenor,479748,0.0177
Norway - Mobile - Telenor,479749,0.0177
Norway - Mobile - Telenor,47975,0.0177
Norway - Mobile - Telenor,47976,0.0177
Norway - Mobile - Telenor,47977,0.0177
Norway - Mobile - Telenor,479795,0.0177
Norway - Mobile - Telenor,479796,0.0177
Norway - Mobile - Telenor,479797,0.0177
Norway - Mobile - Telenor,479798,0.0177
Norway - Mobile - Telenor,479799,0.0177
Norway - Mobile - Telenor,479910,0.0177
Norway - Mobile - Telenor,479911,0.0177
Norway - Mobile - Telenor,479912,0.0177
Norway - Mobile - Telenor,479915,0.0177
Norway - Mobile - Telenor,479916,0.0177
Norway - Mobile - Telenor,47992,0.0177
